Week,New Births,New Infections,infected_per_infectious,r_t,max(infectious_wks),new infect|hiv,new infect|vax1,new infect|vax2,new infect b,new infect h,new infect w,new infect a1,new infect a2,new infect a3,new infect a4,new infect a5,To Vax 1,To Vax 2,To Vax,To Vax1 plwh,To Aware (asym),To Aware (sym),To Aware,To aware|hiv,To Aware b|hiv,To Aware h|hiv,To Aware w|hiv,To Aware ls 40|hiv,To Aware ge 40|hiv,To_aware_b,To_aware_h,To_aware_w,To_aware_a1,To_aware_a2,To_aware_a3,To_aware_a4,To_aware_a5,To_vax1_b,To_vax1_h,To_vax1_w,To_vax1_a1,To_vax1_a2,To_vax1_a3,To_vax1_a4,To_vax1_a5,To_vax2_b,To_vax2_h,To_vax2_w,To_vax2_a1,To_vax2_a2,To_vax2_a3,To_vax2_a4,To_vax2_a5,To_vax_b,To_vax_h,To_vax_w,To_vax_a1,To_vax_a2,To_vax_a3,To_vax_a4,To_vax_a5,Asymp to Symp,Symp to Recover,Asymp to Recover,To on Treatment,To Death,To isolation,Alive MSM,Sus,Asymp,Symp,recovered,aware,aware_asym,aware_sym,vax_1,vax_2,vac1_sus,vac1_asy,vac1_sym,vac1_rec,vac2_sus,vac2_asy,vac2_sym,vac2_rec,vac1_b,vac1_h,vac1_w,vac2_b,vac2_h,vac2_w,vac1_hiv,vac2_hiv,on trt,on iso,hiv aware,pox + hiv aware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263322,260544,0,5,2773,3,0,3,19563,45520,19393,0,0,170,45271,0,1,248,2332,7908,9323,5252,18077,22191,4340,10155,2,1,50306,0
1,80,0.95,0.16,0,0,0.65,0,0.4,0.9,0.05,0,0.2,0.15,0.3,0.3,0,102.5,168.2,270.7,21.8,0,2,2,0.55,0,0.55,0,0,0.55,0,1.9,0.1,0,0.95,0.7,0.1,0.25,13.4,43.8,45.3,25.15,25.25,21.35,18.1,12.65,17.1,77.55,73.55,41.85,36,38.4,29.1,22.85,30.5,121.35,118.85,67,61.25,59.75,47.2,35.5,0.6,2,0,0.65,71.25,0.05,263330.75,260551.1,0.35,4.6,2774.7,3.15,0,3.15,19493.7,45679.9,19323.8,0,0,169.9,45430.45,0.1,1.25,248.1,0,0,19493.7,0,0,45679.9,4323.7,10190.05,1.45,0.5,50323.05,0.3
2,80,1.65,0.4,0.4,0,0.7,0.1,0.25,1.65,0,0,0.2,0.6,0.4,0.3,0.15,99.8,180.75,280.55,23.2,0.05,1.45,1.5,1.25,0.6,0.65,0,0.2,1.05,0.65,0.85,0,0.15,0.25,0.8,0.3,0,11.65,44.35,43.8,29.2,20.65,20.4,17.45,12.1,22.05,70.55,88.15,47.8,37.2,42.15,26.95,26.65,33.7,114.9,131.95,77,57.85,62.55,44.4,38.75,0.9,1.65,0,0.8,62.7,0.6,263348.05,260566.8,1.1,3.85,2776.3,3,0.05,2.95,19408.75,45853.85,19238.75,0.1,0,169.9,45604.15,0.1,0.95,248.65,0,0,19408.75,0,0,45853.85,4305.3,10236.5,1.55,1,50339.45,0.85
3,80,0.65,0.14,0.19,0,0.4,0,0.25,0.5,0.15,0,0,0.45,0.05,0.15,0,92.9,164.15,257.05,22.8,0.1,1.75,1.85,0.85,0.35,0.25,0.25,0.35,0.5,1.05,0.4,0.4,0.2,0.3,1,0.15,0.2,9.7,41.4,41.8,24.15,21.3,19.6,15.9,11.95,22.3,69.4,72.45,37.65,38.8,28.9,34.65,24.15,32,110.8,114.25,61.8,60.1,48.5,50.55,36.1,1.05,2.1,0,0.25,70.5,0.95,263357.55,260574.8,0.7,3.8,2778.25,2.75,0,2.75,19334.8,46008.9,19164.75,0,0.15,169.9,45758.8,0.2,0.5,249.4,0,0,19334.8,0,0,46008.9,4291.75,10277.65,0.85,1.45,50356.1,1.05
4,80,0.55,NaN,NaN,0,0.1,0.1,0.1,0.35,0.2,0,0.2,0.25,0.05,0.05,0,92.8,176,268.8,21.45,0,1.05,1.05,0.5,0.45,0.05,0,0.4,0.1,0.95,0.1,0,0.05,0.65,0.15,0.05,0.15,10.5,41.5,40.8,24.7,23.3,18.1,15.35,11.35,20.35,83.85,71.8,44.95,41.45,38.3,30.05,21.25,30.85,125.35,112.6,69.65,64.75,56.4,45.4,32.6,1.2,1.05,0,0.85,60.95,0.25,263376.6,260593.35,0.05,3.95,2779.25,2.75,0,2.75,19247.5,46178.1,19077.35,0,0.15,170,45927.9,0,0.55,249.65,0,0,19247.5,0,0,46178.1,4273.85,10321.5,1.2,1.05,50374.35,1.3
5,80,2,0.31,0.47,0,1.6,0.4,0.6,1.7,0.3,0,0.55,0.5,0.45,0.4,0.1,89.8,36.8,126.6,18.35,0.25,2.55,2.8,0.9,0.7,0.2,0,0.35,0.55,0.95,1.35,0.5,0.4,1.05,0.3,0.75,0.3,9.75,38.65,41.4,25.3,20.85,16.65,15.85,11.15,3.95,15.15,17.7,9.6,7.25,7.15,7.8,5,13.7,53.8,59.1,34.9,28.1,23.8,23.65,16.15,1.55,2.75,0,1.45,64,0.4,263392.6,260605.45,0.45,4.75,2781.95,3.05,0,3.05,19296.85,46207.8,19126.05,0.15,0.5,170.15,45956.4,0.2,0.95,250.25,0,0,19296.85,0,0,46207.8,4286.9,10333.25,2,0.8,50392.9,1.4
6,80,1.55,NaN,NaN,0,0.15,0.05,0.35,1.4,0.15,0,0.8,0.15,0.25,0.3,0.05,91.65,33.85,125.5,18.75,0,1.55,1.55,0.95,0.95,0,0,0.45,0.5,1.05,0.5,0,0.85,0.2,0.25,0.25,0,11.8,36.5,43.35,27.7,20.3,17.3,16.6,9.75,3.3,15.35,15.2,10.35,7.15,6.3,5.85,4.2,15.1,51.85,58.55,38.05,27.45,23.6,22.45,13.95,1.1,2.1,0,0.3,67.2,0.5,263405.4,260617.25,0.9,3.75,2783.5,2.5,0,2.5,19351.85,46234,19181.2,0.15,0.05,170.45,45982.25,0.3,1.05,250.4,0,0,19351.85,0,0,46234,4299.2,10346.9,1.05,1.05,50411.3,1.1
7,80,1.45,0.27,0.29,0,0.65,0.1,0.3,1.2,0.25,0,0.1,0.85,0.1,0.1,0.3,101.6,32.45,134.05,22.6,0.25,2.45,2.7,0.7,0.3,0.3,0.1,0.3,0.4,1.35,0.95,0.4,0.9,0.55,0.7,0.35,0.2,11.9,40.85,48.85,27.2,23.95,21.7,17.05,11.7,3.1,15,14.35,8,8.05,5.1,6.2,5.1,15,55.85,63.2,35.2,32,26.8,23.25,16.8,1.7,1.3,0.25,1.35,68.55,0.65,263416.85,260625.7,0.4,6.15,2784.6,3.85,0,3.85,19417.8,46258.15,19246.8,0,0.25,170.75,46005.8,0.05,1.65,250.65,0,0,19417.8,0,0,46258.15,4315.6,10360,1.95,1.35,50430.75,1.4
8,80,2.6,0.38,0.58,0,1,0.25,0.4,2.35,0.25,0,1.15,0.95,0,0.4,0.1,93.95,33.65,127.6,18,0.6,2.75,3.35,0.95,0.7,0.25,0,0.6,0.35,2.3,0.65,0.4,0.55,1.2,0.4,0.9,0.3,9.2,40.4,44.35,25.7,22.9,18.3,16.4,10.65,2.95,16.4,14.3,9.5,7.5,7.7,4.85,4.1,12.15,56.8,58.65,35.2,30.4,26,21.25,14.75,2.35,3.45,0,0.3,64.3,0.85,263432.55,260638.35,0.65,6.05,2787.5,3.8,0.05,3.75,19474.6,46284.7,19302.9,0.05,0.6,171.05,46031.65,0.05,1.55,251.45,0,0,19474.6,0,0,46284.7,4326.35,10373.25,1.15,1.3,50449.4,1.2
9,80,1.15,0.19,0.32,0,0.65,0.05,0.1,1.05,0.1,0,0.35,0.3,0.05,0.2,0.25,96.35,28.6,124.95,21.5,0.05,1.6,1.65,0.6,0.6,0,0,0.45,0.15,1.5,0.15,0,0.5,0.55,0.25,0.2,0.15,9.65,42.95,43.75,25.05,27.45,17.7,16.2,9.95,3.2,13.45,11.95,8.7,5.35,4.95,5.15,4.45,12.85,56.4,55.7,33.75,32.8,22.65,21.35,14.4,1.55,1.65,0,1.15,64.4,0.5,263448.15,260653.45,0.25,5.95,2788.5,3.8,0.05,3.75,19538.2,46306.05,19366.8,0.05,0.6,170.75,46052.9,0,1.05,252.1,0,0,19538.2,0,0,46306.05,4344.9,10383.25,1.7,1.2,50468.3,1.05
